tau,S_fi,S_geo,S_sd,overlap_fi_geo,overlap_fi_sd,pct_fi,pct_geo,pct_sd,sd_fi,sd_geo,sd_opt,on_signed,off_frac,sp_Fi_total,sp_Fi_diag,setting,pattern,strength,realization,J_over_U,D_S,C_S_burn
2,"(2, 3)","(2, 3)","(0, 3)",1.0,0.5,100.0,100.0,80.0,0.0010632867589033,0.0010632867589033,0.0062909733102178,-0.1228527167183103,0.578105019840419,0.5428571428571429,0.0857142857142857,disorder,rand,0.5,0,0.4,0.1228527167183103,0.06205215593942251
3,"(2, 3)","(2, 3)","(2, 3)",1.0,1.0,100.0,100.0,100.0,0.1288187581712019,0.1288187581712019,0.1288187581712019,-0.1919602673795477,0.577643120551276,0.942857142857143,0.8285714285714287,disorder,rand,0.5,0,0.4,0.1919602673795477,0.06205215593942251
1,"(1, 2)","(2, 3)","(3, 4)",0.5,0.0,46.666666666666664,20.0,20.0,-0.0018955054059216,0.0010777109771778,0.0021765007274242,-0.0038419336013828,0.8975385411378808,0.4857142857142857,-0.6571428571428573,disorder,rand,0.5,1,0.12,0.0038419336013828,0.005880403833436345
2,"(1, 2)","(2, 3)","(3, 5)",0.5,0.0,40.0,20.0,80.0,-0.0043483975298946,0.0016293693053753,0.0045272327930911,-0.0064828544275274,0.916530169920908,0.7714285714285715,-0.6,disorder,rand,0.5,1,0.12,0.0064828544275274,0.005880403833436345
3,"(1, 2)","(2, 3)","(1, 5)",0.5,0.5,53.333333333333336,20.0,100.0,0.0046514692696864,0.000696196219671,0.0220723418958346,-0.0126925177375012,0.8918187481178805,0.6,-0.0857142857142857,disorder,rand,0.5,1,0.12,0.0126925177375012,0.005880403833436345
1,"(1, 2)","(2, 3)","(3, 4)",0.5,0.0,40.0,26.666666666666668,20.0,-0.0041251987658952,0.0003495053265892,0.0014264561999757,-0.0013798064740286,0.9129291543282104,0.8285714285714287,-1.0,disorder,rand,0.5,1,0.2,0.0013798064740286,0.003080720345528724
2,"(1, 2)","(2, 3)","(3, 5)",0.5,0.0,40.0,33.33333333333333,73.33333333333333,-0.0124187193438607,-0.003583540546786,0.008091882275793,-0.0043271361152255,0.9389405080043922,0.3142857142857143,-0.3142857142857143,disorder,rand,0.5,1,0.2,0.0043271361152255,0.003080720345528724
3,"(1, 2)","(2, 3)","(1, 5)",0.5,0.5,40.0,20.0,86.66666666666667,0.0047689304280768,-0.0075203948028071,0.0408065941307367,-0.0131893163144492,0.929435267411438,-0.3714285714285715,0.6,disorder,rand,0.5,1,0.2,0.0131893163144492,0.003080720345528724
1,"(0, 1)","(2, 3)","(0, 5)",0.0,0.5,86.66666666666667,20.0,100.0,-0.0076429970228064,-0.0032138256113883,0.0013521619133749,-0.0166717360219262,0.7282339131354897,0.2571428571428572,-0.0857142857142857,disorder,rand,0.5,1,0.3,0.0166717360219262,0.014920845910950666
2,"(0, 1)","(2, 3)","(0, 5)",0.0,0.5,80.0,20.0,100.0,-0.0147316602643365,-0.0174867776697384,0.0249068562643539,-0.037872110725336,0.6935879638696386,-0.5428571428571429,0.1428571428571428,disorder,rand,0.5,1,0.3,0.037872110725336,0.014920845910950666
3,"(0, 1)","(2, 3)","(0, 5)",0.0,0.5,80.0,20.0,100.0,0.0247265757499215,-0.0218408261758357,0.0824021513778194,-0.0620248291954996,0.6656432106380582,-0.942857142857143,0.4285714285714286,disorder,rand,0.5,1,0.3,0.0620248291954996,0.014920845910950666
1,"(0, 1)","(2, 3)","(0, 5)",0.0,0.5,100.0,20.0,80.0,-0.0096805337952599,-0.0122908822694295,0.0048964941583407,-0.0146915803279773,0.5410923103550395,-0.1428571428571428,-0.0857142857142857,disorder,rand,0.5,1,0.4,0.0146915803279773,0.0160402307111378
